week,category,geography,issue_count,avg_churn_score,change_percentage,trend,severity
2025-W33,account_issues,Chandigarh,3,0.19333333333333336,200.0,increasing,low
2025-W34,account_issues,Chandigarh,2,0.23,-33.33,decreasing,low
2025-W35,account_issues,Chandigarh,3,0.4566666666666667,50.0,increasing,low
2025-W36,account_issues,Chandigarh,3,0.5133333333333333,0.0,stable,low
2025-W37,account_issues,Chandigarh,4,0.33999999999999997,33.33,increasing,low
2025-W38,account_issues,Chandigarh,1,0.4,-75.0,decreasing,low
2025-W39,account_issues,Chandigarh,1,0.2,0.0,stable,low
2025-W41,account_issues,Chandigarh,5,0.41400000000000003,400.0,increasing,low
2025-W42,account_issues,Chandigarh,2,0.625,-60.0,decreasing,low
2025-W43,account_issues,Chandigarh,4,0.2625,100.0,increasing,low
2025-W44,account_issues,Chandigarh,1,0.36,-75.0,decreasing,low
2025-W45,account_issues,Chandigarh,3,0.5533333333333333,200.0,increasing,low
2025-W32,account_issues,Chennai,1,0.33,0.0,stable,low
2025-W33,account_issues,Chennai,2,0.31,100.0,increasing,low
2025-W34,account_issues,Chennai,6,0.4166666666666667,200.0,increasing,low
2025-W35,account_issues,Chennai,3,0.2966666666666667,-50.0,decreasing,low
2025-W36,account_issues,Chennai,2,0.39,-33.33,decreasing,low
2025-W37,account_issues,Chennai,8,0.36875,300.0,increasing,low
2025-W38,account_issues,Chennai,5,0.5980000000000001,-37.5,decreasing,low
2025-W39,account_issues,Chennai,2,0.4,-60.0,decreasing,low
2025-W40,account_issues,Chennai,3,0.4033333333333333,50.0,increasing,low
2025-W41,account_issues,Chennai,2,0.45499999999999996,-33.33,decreasing,low
2025-W42,account_issues,Chennai,5,0.302,150.0,increasing,low
2025-W43,account_issues,Chennai,2,0.32,-60.0,decreasing,low
2025-W44,account_issues,Chennai,9,0.4577777777777778,350.0,increasing,low
2025-W45,account_issues,Chennai,1,0.47,-88.89,decreasing,low
2025-W32,account_issues,Coimbatore,2,0.51,0.0,stable,low
2025-W33,account_issues,Coimbatore,2,0.62,0.0,stable,low
2025-W34,account_issues,Coimbatore,3,0.3833333333333333,50.0,increasing,low
2025-W35,account_issues,Coimbatore,6,0.35833333333333334,100.0,increasing,low
2025-W36,account_issues,Coimbatore,4,0.2425,-33.33,decreasing,low
2025-W37,account_issues,Coimbatore,4,0.565,0.0,stable,low
2025-W38,account_issues,Coimbatore,1,0.21,-75.0,decreasing,low
2025-W39,account_issues,Coimbatore,1,0.86,0.0,stable,low
2025-W40,account_issues,Coimbatore,4,0.2425,300.0,increasing,low
2025-W41,account_issues,Coimbatore,3,0.30666666666666664,-25.0,decreasing,low
2025-W42,account_issues,Coimbatore,2,0.395,-33.33,decreasing,low
2025-W43,account_issues,Coimbatore,7,0.42857142857142855,250.0,increasing,low
2025-W44,account_issues,Coimbatore,2,0.495,-71.43,decreasing,low
2025-W45,account_issues,Coimbatore,2,0.45499999999999996,0.0,stable,low
2025-W32,account_issues,Delhi,4,0.3225,0.0,stable,low
2025-W34,account_issues,Delhi,5,0.546,25.0,increasing,low
2025-W35,account_issues,Delhi,1,0.33,-80.0,decreasing,low
2025-W36,account_issues,Delhi,3,0.3333333333333333,200.0,increasing,low
2025-W37,account_issues,Delhi,5,0.43600000000000005,66.67,increasing,low
2025-W38,account_issues,Delhi,3,0.25666666666666665,-40.0,decreasing,low
2025-W39,account_issues,Delhi,3,0.3,0.0,stable,low
2025-W40,account_issues,Delhi,3,0.2966666666666667,0.0,stable,low
2025-W41,account_issues,Delhi,2,0.33499999999999996,-33.33,decreasing,low
2025-W42,account_issues,Delhi,2,0.59,0.0,stable,low
2025-W43,account_issues,Delhi,1,0.23,-50.0,decreasing,low
2025-W45,account_issues,Delhi,5,0.45999999999999996,400.0,increasing,low
2025-W32,account_issues,Hyderabad,1,0.89,0.0,stable,low
2025-W33,account_issues,Hyderabad,2,0.39,100.0,increasing,low
2025-W34,account_issues,Hyderabad,3,0.32,50.0,increasing,low
2025-W35,account_issues,Hyderabad,3,0.22,0.0,stable,low
2025-W36,account_issues,Hyderabad,2,0.54,-33.33,decreasing,low
2025-W37,account_issues,Hyderabad,1,0.24,-50.0,decreasing,low
2025-W38,account_issues,Hyderabad,3,0.4566666666666667,200.0,increasing,low
2025-W39,account_issues,Hyderabad,2,0.34,-33.33,decreasing,low
2025-W40,account_issues,Hyderabad,3,0.18000000000000002,50.0,increasing,low
2025-W41,account_issues,Hyderabad,5,0.28600000000000003,66.67,increasing,low
2025-W42,account_issues,Hyderabad,6,0.41,20.0,increasing,low
2025-W43,account_issues,Hyderabad,2,0.35,-66.67,decreasing,low
2025-W44,account_issues,Hyderabad,1,0.35,-50.0,decreasing,low
2025-W45,account_issues,Hyderabad,1,0.17,0.0,stable,low
2025-W33,account_issues,Indore,2,0.66,0.0,stable,low
2025-W34,account_issues,Indore,3,0.3333333333333333,50.0,increasing,low
2025-W35,account_issues,Indore,5,0.256,66.67,increasing,low
2025-W36,account_issues,Indore,4,0.40249999999999997,-20.0,decreasing,low
2025-W37,account_issues,Indore,4,0.66,0.0,stable,low
2025-W38,account_issues,Indore,11,0.33,175.0,increasing,low
2025-W39,account_issues,Indore,4,0.32999999999999996,-63.64,decreasing,low
2025-W40,account_issues,Indore,4,0.2125,0.0,stable,low
2025-W41,account_issues,Indore,6,0.25166666666666665,50.0,increasing,low
2025-W42,account_issues,Indore,8,0.32625,33.33,increasing,low
2025-W43,account_issues,Indore,1,0.49,-87.5,decreasing,low
2025-W44,account_issues,Indore,5,0.358,400.0,increasing,low
2025-W45,account_issues,Indore,2,0.365,-60.0,decreasing,low
2025-W32,account_issues,Jaipur,1,0.31,0.0,stable,low
2025-W33,account_issues,Jaipur,5,0.45999999999999996,400.0,increasing,low
2025-W34,account_issues,Jaipur,3,0.4333333333333333,-40.0,decreasing,low
2025-W35,account_issues,Jaipur,2,0.235,-33.33,decreasing,low
2025-W36,account_issues,Jaipur,2,0.24,0.0,stable,low
2025-W37,account_issues,Jaipur,4,0.435,100.0,increasing,low
2025-W38,account_issues,Jaipur,3,0.5266666666666667,-25.0,decreasing,low
2025-W39,account_issues,Jaipur,5,0.41200000000000003,66.67,increasing,low
2025-W40,account_issues,Jaipur,5,0.376,0.0,stable,low
2025-W41,account_issues,Jaipur,1,0.39,-80.0,decreasing,low
2025-W42,account_issues,Jaipur,1,0.38,0.0,stable,low
2025-W43,account_issues,Jaipur,3,0.57,200.0,increasing,low
2025-W44,account_issues,Jaipur,4,0.1925,33.33,increasing,low
2025-W45,account_issues,Jaipur,2,0.33999999999999997,-50.0,decreasing,low
2025-W33,account_issues,Kochi,1,0.39,0.0,stable,low
2025-W34,account_issues,Kochi,4,0.27749999999999997,300.0,increasing,low
2025-W35,account_issues,Kochi,4,0.40249999999999997,0.0,stable,low
2025-W36,account_issues,Kochi,6,0.28833333333333333,50.0,increasing,low
2025-W37,account_issues,Kochi,2,0.28500000000000003,-66.67,decreasing,low
2025-W38,account_issues,Kochi,2,0.37,0.0,stable,low
2025-W39,account_issues,Kochi,4,0.45999999999999996,100.0,increasing,low
2025-W41,account_issues,Kochi,1,0.37,-75.0,decreasing,low
2025-W42,account_issues,Kochi,4,0.3275,300.0,increasing,low
2025-W43,account_issues,Kochi,9,0.32,125.0,increasing,low
2025-W44,account_issues,Kochi,6,0.3566666666666667,-33.33,decreasing,low
2025-W45,account_issues,Kochi,2,0.37,-66.67,decreasing,low
2025-W32,account_issues,Kolkata,1,0.24,0.0,stable,low
2025-W33,account_issues,Kolkata,7,0.27714285714285714,600.0,increasing,low
2025-W34,account_issues,Kolkata,1,0.15,-85.71,decreasing,low
2025-W35,account_issues,Kolkata,8,0.25375,700.0,increasing,low
2025-W36,account_issues,Kolkata,4,0.5,-50.0,decreasing,low
2025-W37,account_issues,Kolkata,4,0.335,0.0,stable,low
2025-W38,account_issues,Kolkata,3,0.57,-25.0,decreasing,low
2025-W39,account_issues,Kolkata,1,0.47,-66.67,decreasing,low
2025-W40,account_issues,Kolkata,1,0.3,0.0,stable,low
2025-W41,account_issues,Kolkata,3,0.31666666666666665,200.0,increasing,low
2025-W42,account_issues,Kolkata,3,0.49666666666666665,0.0,stable,low
2025-W43,account_issues,Kolkata,6,0.37333333333333335,100.0,increasing,low
2025-W44,account_issues,Kolkata,1,0.3,-83.33,decreasing,low
2025-W45,account_issues,Kolkata,1,0.73,0.0,stable,low
2025-W32,account_issues,Lucknow,2,0.505,0.0,stable,low
2025-W33,account_issues,Lucknow,3,0.21333333333333335,50.0,increasing,low
2025-W35,account_issues,Lucknow,3,0.26,0.0,stable,low
2025-W36,account_issues,Lucknow,1,0.2,-66.67,decreasing,low
2025-W37,account_issues,Lucknow,2,0.32,100.0,increasing,low
2025-W38,account_issues,Lucknow,2,0.425,0.0,stable,low
2025-W39,account_issues,Lucknow,5,0.406,150.0,increasing,low
2025-W40,account_issues,Lucknow,7,0.5028571428571429,40.0,increasing,low
2025-W41,account_issues,Lucknow,5,0.378,-28.57,decreasing,low
2025-W42,account_issues,Lucknow,4,0.3675,-20.0,decreasing,low
2025-W43,account_issues,Lucknow,9,0.3733333333333333,125.0,increasing,low
2025-W44,account_issues,Lucknow,6,0.32833333333333337,-33.33,decreasing,low
2025-W45,account_issues,Lucknow,3,0.33,-50.0,decreasing,low
2025-W32,account_issues,Ludhiana,2,0.325,0.0,stable,low
2025-W33,account_issues,Ludhiana,7,0.4428571428571429,250.0,increasing,low
2025-W34,account_issues,Ludhiana,6,0.395,-14.29,decreasing,low
2025-W35,account_issues,Ludhiana,4,0.3325,-33.33,decreasing,low
2025-W36,account_issues,Ludhiana,4,0.32999999999999996,0.0,stable,low
2025-W37,account_issues,Ludhiana,3,0.20333333333333334,-25.0,decreasing,low
2025-W38,account_issues,Ludhiana,1,0.45,-66.67,decreasing,low
2025-W39,account_issues,Ludhiana,3,0.5466666666666667,200.0,increasing,low
2025-W40,account_issues,Ludhiana,4,0.2475,33.33,increasing,low
2025-W41,account_issues,Ludhiana,5,0.472,25.0,increasing,low
2025-W42,account_issues,Ludhiana,4,0.2525,-20.0,decreasing,low
2025-W43,account_issues,Ludhiana,4,0.735,0.0,stable,low
2025-W44,account_issues,Ludhiana,5,0.45999999999999996,25.0,increasing,low
2025-W45,account_issues,Ludhiana,3,0.4366666666666667,-40.0,decreasing,low
2025-W33,account_issues,Mumbai,3,0.35333333333333333,0.0,stable,low
2025-W34,account_issues,Mumbai,5,0.296,66.67,increasing,low
2025-W35,account_issues,Mumbai,2,0.825,-60.0,decreasing,low
2025-W36,account_issues,Mumbai,6,0.29,200.0,increasing,low
2025-W37,account_issues,Mumbai,3,0.42333333333333334,-50.0,decreasing,low
2025-W38,account_issues,Mumbai,3,0.2233333333333333,0.0,stable,low
2025-W39,account_issues,Mumbai,3,0.34,0.0,stable,low
2025-W40,account_issues,Mumbai,2,0.395,-33.33,decreasing,low
2025-W41,account_issues,Mumbai,1,0.45,-50.0,decreasing,low
2025-W42,account_issues,Mumbai,3,0.30666666666666664,200.0,increasing,low
2025-W43,account_issues,Mumbai,3,0.34,0.0,stable,low
2025-W44,account_issues,Mumbai,4,0.32,33.33,increasing,low
2025-W45,account_issues,Mumbai,1,0.2,-75.0,decreasing,low
2025-W32,account_issues,Nagpur,3,0.23666666666666666,0.0,stable,low
2025-W33,account_issues,Nagpur,4,0.3925,33.33,increasing,low
2025-W34,account_issues,Nagpur,3,0.4166666666666667,-25.0,decreasing,low
2025-W35,account_issues,Nagpur,5,0.45,66.67,increasing,low
2025-W36,account_issues,Nagpur,2,0.38,-60.0,decreasing,low
2025-W37,account_issues,Nagpur,5,0.284,150.0,increasing,low
2025-W38,account_issues,Nagpur,6,0.29,20.0,increasing,low
2025-W39,account_issues,Nagpur,7,0.23857142857142857,16.67,increasing,low
2025-W40,account_issues,Nagpur,2,0.33499999999999996,-71.43,decreasing,low
2025-W41,account_issues,Nagpur,5,0.40599999999999997,150.0,increasing,low
2025-W42,account_issues,Nagpur,2,0.355,-60.0,decreasing,low
2025-W43,account_issues,Nagpur,2,0.22999999999999998,0.0,stable,low
2025-W44,account_issues,Nagpur,4,0.45499999999999996,100.0,increasing,low
2025-W45,account_issues,Nagpur,1,0.22,-75.0,decreasing,low
2025-W32,account_issues,Nashik,2,0.445,0.0,stable,low
2025-W33,account_issues,Nashik,5,0.49800000000000005,150.0,increasing,low
2025-W34,account_issues,Nashik,4,0.355,-20.0,decreasing,low
2025-W35,account_issues,Nashik,3,0.4366666666666667,-25.0,decreasing,low
2025-W36,account_issues,Nashik,1,0.81,-66.67,decreasing,low
2025-W37,account_issues,Nashik,3,0.59,200.0,increasing,low
2025-W38,account_issues,Nashik,4,0.405,33.33,increasing,low
2025-W39,account_issues,Nashik,4,0.38,0.0,stable,low
2025-W40,account_issues,Nashik,1,0.21,-75.0,decreasing,low
2025-W41,account_issues,Nashik,1,0.39,0.0,stable,low
2025-W42,account_issues,Nashik,3,0.7133333333333334,200.0,increasing,low
2025-W43,account_issues,Nashik,5,0.266,66.67,increasing,low
2025-W44,account_issues,Nashik,8,0.44125000000000003,60.0,increasing,low
2025-W45,account_issues,Nashik,1,0.23,-87.5,decreasing,low
2025-W33,account_issues,Pune,3,0.67,0.0,stable,low
2025-W34,account_issues,Pune,4,0.535,33.33,increasing,low
2025-W36,account_issues,Pune,4,0.4525,0.0,stable,low
2025-W37,account_issues,Pune,8,0.34875,100.0,increasing,low
2025-W38,account_issues,Pune,4,0.19999999999999998,-50.0,decreasing,low
2025-W39,account_issues,Pune,4,0.18,0.0,stable,low
2025-W40,account_issues,Pune,5,0.40800000000000003,25.0,increasing,low
2025-W41,account_issues,Pune,1,0.37,-80.0,decreasing,low
2025-W42,account_issues,Pune,1,0.26,0.0,stable,low
2025-W43,account_issues,Pune,2,0.47,100.0,increasing,low
2025-W44,account_issues,Pune,4,0.465,100.0,increasing,low
2025-W45,account_issues,Pune,2,0.31,-50.0,decreasing,low
2025-W32,account_issues,Surat,3,0.5566666666666666,0.0,stable,low
2025-W34,account_issues,Surat,3,0.34,0.0,stable,low
2025-W35,account_issues,Surat,2,0.365,-33.33,decreasing,low
2025-W36,account_issues,Surat,2,0.29500000000000004,0.0,stable,low
2025-W37,account_issues,Surat,3,0.44333333333333336,50.0,increasing,low
2025-W38,account_issues,Surat,2,0.21,-33.33,decreasing,low
2025-W39,account_issues,Surat,7,0.44857142857142857,250.0,increasing,low
2025-W40,account_issues,Surat,4,0.3375,-42.86,decreasing,low
2025-W41,account_issues,Surat,8,0.37124999999999997,100.0,increasing,low
2025-W42,account_issues,Surat,6,0.42333333333333334,-25.0,decreasing,low
2025-W43,account_issues,Surat,4,0.225,-33.33,decreasing,low
2025-W44,account_issues,Surat,6,0.26666666666666666,50.0,increasing,low
2025-W45,account_issues,Surat,1,0.18,-83.33,decreasing,low
2025-W32,account_issues,Vadodara,1,0.11,0.0,stable,low
2025-W33,account_issues,Vadodara,3,0.3833333333333333,200.0,increasing,low
2025-W34,account_issues,Vadodara,4,0.4125,33.33,increasing,low
2025-W35,account_issues,Vadodara,2,0.8049999999999999,-50.0,decreasing,low
2025-W36,account_issues,Vadodara,5,0.6119999999999999,150.0,increasing,low
2025-W37,account_issues,Vadodara,5,0.48599999999999993,0.0,stable,low
2025-W38,account_issues,Vadodara,3,0.3433333333333333,-40.0,decreasing,low
2025-W39,account_issues,Vadodara,1,0.77,-66.67,decreasing,low
2025-W40,account_issues,Vadodara,5,0.382,400.0,increasing,low
2025-W41,account_issues,Vadodara,3,0.36333333333333334,-40.0,decreasing,low
2025-W43,account_issues,Vadodara,5,0.40800000000000003,66.67,increasing,low
2025-W44,account_issues,Vadodara,2,0.4,-60.0,decreasing,low
2025-W45,account_issues,Vadodara,1,0.36,-50.0,decreasing,low
2025-W33,billing_downgrade,Agra,6,0.5633333333333334,0.0,stable,low
2025-W34,billing_downgrade,Agra,8,0.45875,33.33,increasing,low
2025-W35,billing_downgrade,Agra,4,0.5125,-50.0,decreasing,low
2025-W36,billing_downgrade,Agra,6,0.5183333333333333,50.0,increasing,low
2025-W37,billing_downgrade,Agra,6,0.47833333333333333,0.0,stable,low
2025-W38,billing_downgrade,Agra,8,0.5075,33.33,increasing,low
2025-W39,billing_downgrade,Agra,5,0.64,-37.5,decreasing,low
2025-W40,billing_downgrade,Agra,8,0.5025,60.0,increasing,low
2025-W41,billing_downgrade,Agra,1,0.44,-87.5,decreasing,low
2025-W42,billing_downgrade,Agra,6,0.4483333333333333,500.0,increasing,low
2025-W43,billing_downgrade,Agra,1,0.7,-83.33,decreasing,low
2025-W44,billing_downgrade,Agra,3,0.6066666666666666,200.0,increasing,low
2025-W45,billing_downgrade,Agra,4,0.6799999999999999,33.33,increasing,low
2025-W32,billing_downgrade,Ahmedabad,3,0.5733333333333334,0.0,stable,low
2025-W33,billing_downgrade,Ahmedabad,9,0.5555555555555556,200.0,increasing,low
2025-W34,billing_downgrade,Ahmedabad,5,0.69,-44.44,decreasing,low
2025-W35,billing_downgrade,Ahmedabad,5,0.58,0.0,stable,low
2025-W36,billing_downgrade,Ahmedabad,9,0.4555555555555555,80.0,increasing,low
2025-W37,billing_downgrade,Ahmedabad,7,0.44857142857142857,-22.22,decreasing,low
2025-W38,billing_downgrade,Ahmedabad,5,0.6839999999999999,-28.57,decreasing,low
2025-W39,billing_downgrade,Ahmedabad,4,0.54,-20.0,decreasing,low
2025-W40,billing_downgrade,Ahmedabad,8,0.54375,100.0,increasing,low
2025-W41,billing_downgrade,Ahmedabad,4,0.54,-50.0,decreasing,low
2025-W42,billing_downgrade,Ahmedabad,3,0.5733333333333334,-25.0,decreasing,low
2025-W43,billing_downgrade,Ahmedabad,2,0.87,-33.33,decreasing,low
2025-W44,billing_downgrade,Ahmedabad,5,0.5820000000000001,150.0,increasing,low
2025-W45,billing_downgrade,Ahmedabad,1,0.17,-80.0,decreasing,low
2025-W32,billing_downgrade,Bangalore,2,0.32999999999999996,0.0,stable,low
2025-W33,billing_downgrade,Bangalore,2,0.32,0.0,stable,low
2025-W34,billing_downgrade,Bangalore,4,0.595,100.0,increasing,low
2025-W35,billing_downgrade,Bangalore,6,0.43333333333333335,50.0,increasing,low
2025-W36,billing_downgrade,Bangalore,3,0.5066666666666667,-50.0,decreasing,low
2025-W37,billing_downgrade,Bangalore,3,0.6433333333333334,0.0,stable,low
2025-W38,billing_downgrade,Bangalore,6,0.44,100.0,increasing,low
2025-W39,billing_downgrade,Bangalore,6,0.49,0.0,stable,low
2025-W40,billing_downgrade,Bangalore,4,0.265,-33.33,decreasing,low
2025-W41,billing_downgrade,Bangalore,14,0.6064285714285714,250.0,increasing,low
2025-W42,billing_downgrade,Bangalore,3,0.39666666666666667,-78.57,decreasing,low
2025-W43,billing_downgrade,Bangalore,8,0.75625,166.67,increasing,low
2025-W44,billing_downgrade,Bangalore,5,0.6599999999999999,-37.5,decreasing,low
2025-W45,billing_downgrade,Bangalore,4,0.4225,-20.0,decreasing,low
2025-W32,billing_downgrade,Chandigarh,1,0.41,0.0,stable,low
2025-W33,billing_downgrade,Chandigarh,2,0.55,100.0,increasing,low
2025-W34,billing_downgrade,Chandigarh,3,0.29333333333333333,50.0,increasing,low
2025-W35,billing_downgrade,Chandigarh,3,0.64,0.0,stable,low
2025-W36,billing_downgrade,Chandigarh,10,0.604,233.33,increasing,low
2025-W37,billing_downgrade,Chandigarh,4,0.5525,-60.0,decreasing,low
2025-W38,billing_downgrade,Chandigarh,5,0.62,25.0,increasing,low
2025-W39,billing_downgrade,Chandigarh,5,0.36,0.0,stable,low
2025-W40,billing_downgrade,Chandigarh,4,0.5975,-20.0,decreasing,low
2025-W41,billing_downgrade,Chandigarh,2,0.575,-50.0,decreasing,low
2025-W42,billing_downgrade,Chandigarh,1,0.82,-50.0,decreasing,low
2025-W43,billing_downgrade,Chandigarh,2,0.255,100.0,increasing,low
2025-W44,billing_downgrade,Chandigarh,2,0.565,0.0,stable,low
2025-W45,billing_downgrade,Chandigarh,4,0.6025,100.0,increasing,low
2025-W32,billing_downgrade,Chennai,2,0.495,0.0,stable,low
2025-W33,billing_downgrade,Chennai,7,0.5885714285714286,250.0,increasing,low
2025-W34,billing_downgrade,Chennai,3,0.6666666666666666,-57.14,decreasing,low
2025-W35,billing_downgrade,Chennai,5,0.704,66.67,increasing,low
2025-W36,billing_downgrade,Chennai,10,0.44699999999999995,100.0,increasing,low
2025-W37,billing_downgrade,Chennai,11,0.5654545454545454,10.0,increasing,low
2025-W38,billing_downgrade,Chennai,6,0.46166666666666667,-45.45,decreasing,low
2025-W39,billing_downgrade,Chennai,6,0.5616666666666666,0.0,stable,low
2025-W40,billing_downgrade,Chennai,6,0.5866666666666667,0.0,stable,low
2025-W41,billing_downgrade,Chennai,3,0.6033333333333334,-50.0,decreasing,low
2025-W42,billing_downgrade,Chennai,6,0.5299999999999999,100.0,increasing,low
2025-W43,billing_downgrade,Chennai,6,0.37166666666666665,0.0,stable,low
2025-W44,billing_downgrade,Chennai,4,0.5875,-33.33,decreasing,low
2025-W45,billing_downgrade,Chennai,3,0.47666666666666674,-25.0,decreasing,low
2025-W32,billing_downgrade,Coimbatore,1,0.73,0.0,stable,low
2025-W33,billing_downgrade,Coimbatore,5,0.5740000000000001,400.0,increasing,low
2025-W34,billing_downgrade,Coimbatore,4,0.5475,-20.0,decreasing,low
2025-W35,billing_downgrade,Coimbatore,5,0.244,25.0,increasing,low
2025-W36,billing_downgrade,Coimbatore,4,0.725,-20.0,decreasing,low
2025-W37,billing_downgrade,Coimbatore,4,0.5575,0.0,stable,low
2025-W38,billing_downgrade,Coimbatore,3,0.7999999999999999,-25.0,decreasing,low
2025-W39,billing_downgrade,Coimbatore,3,0.6366666666666666,0.0,stable,low
2025-W40,billing_downgrade,Coimbatore,4,0.4525,33.33,increasing,low
2025-W41,billing_downgrade,Coimbatore,3,0.4533333333333333,-25.0,decreasing,low
2025-W42,billing_downgrade,Coimbatore,2,0.81,-33.33,decreasing,low
2025-W43,billing_downgrade,Coimbatore,7,0.5514285714285714,250.0,increasing,low
2025-W44,billing_downgrade,Coimbatore,6,0.2866666666666667,-14.29,decreasing,low
2025-W45,billing_downgrade,Coimbatore,1,0.92,-83.33,decreasing,low
2025-W32,billing_downgrade,Delhi,3,0.6133333333333334,0.0,stable,low
2025-W33,billing_downgrade,Delhi,1,0.1,-66.67,decreasing,low
2025-W34,billing_downgrade,Delhi,3,0.5,200.0,increasing,low
2025-W35,billing_downgrade,Delhi,6,0.47000000000000003,100.0,increasing,low
2025-W36,billing_downgrade,Delhi,5,0.504,-16.67,decreasing,low
2025-W37,billing_downgrade,Delhi,3,0.6833333333333332,-40.0,decreasing,low
2025-W38,billing_downgrade,Delhi,4,0.5825,33.33,increasing,low
2025-W39,billing_downgrade,Delhi,4,0.5425,0.0,stable,low
2025-W40,billing_downgrade,Delhi,3,0.7233333333333333,-25.0,decreasing,low
2025-W41,billing_downgrade,Delhi,5,0.352,66.67,increasing,low
2025-W42,billing_downgrade,Delhi,5,0.382,0.0,stable,low
2025-W43,billing_downgrade,Delhi,2,0.39,-60.0,decreasing,low
2025-W44,billing_downgrade,Delhi,9,0.46111111111111114,350.0,increasing,low
2025-W45,billing_downgrade,Delhi,3,0.47000000000000003,-66.67,decreasing,low
2025-W32,billing_downgrade,Hyderabad,1,0.21,0.0,stable,low
2025-W33,billing_downgrade,Hyderabad,6,0.4166666666666667,500.0,increasing,low
2025-W34,billing_downgrade,Hyderabad,1,0.15,-83.33,decreasing,low
2025-W35,billing_downgrade,Hyderabad,4,0.31,300.0,increasing,low
2025-W36,billing_downgrade,Hyderabad,7,0.35000000000000003,75.0,increasing,low
2025-W37,billing_downgrade,Hyderabad,1,0.32,-85.71,decreasing,low
2025-W38,billing_downgrade,Hyderabad,2,0.6,100.0,increasing,low
2025-W39,billing_downgrade,Hyderabad,4,0.325,100.0,increasing,low
2025-W40,billing_downgrade,Hyderabad,6,0.38666666666666666,50.0,increasing,low
2025-W41,billing_downgrade,Hyderabad,5,0.42800000000000005,-16.67,decreasing,low
2025-W42,billing_downgrade,Hyderabad,2,0.6000000000000001,-60.0,decreasing,low
2025-W43,billing_downgrade,Hyderabad,8,0.5225,300.0,increasing,low
2025-W44,billing_downgrade,Hyderabad,4,0.5549999999999999,-50.0,decreasing,low
2025-W45,billing_downgrade,Hyderabad,5,0.616,25.0,increasing,low
2025-W32,billing_downgrade,Indore,2,0.81,0.0,stable,low
2025-W33,billing_downgrade,Indore,4,0.45,100.0,increasing,low
2025-W34,billing_downgrade,Indore,3,0.2966666666666667,-25.0,decreasing,low
2025-W35,billing_downgrade,Indore,8,0.49125,166.67,increasing,low
