campaign_id,customer_id,contacted,contacted_date,responded,response_date,converted,conversion_date,offer_accepted,revenue,feedback
CAMP_000,CUST_12944,True,2025-09-08,False,,False,,,0,
CAMP_000,CUST_12549,False,,False,,False,,,0,
CAMP_000,CUST_12303,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_10918,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_12204,True,2025-09-06,False,,False,,,0,
CAMP_000,CUST_11748,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_12962,True,2025-09-01,False,,False,,,0,
CAMP_000,CUST_11512,True,2025-09-02,True,2025-09-06,True,2025-09-09,Speed Upgrade,2800,Too expensive
CAMP_000,CUST_12950,True,2025-09-03,False,,False,,,0,
CAMP_000,CUST_10368,True,2025-09-06,True,2025-09-07,True,2025-09-13,Retention Offer,3138,Will think about it
CAMP_000,CUST_10752,True,2025-09-07,True,2025-09-10,True,2025-09-15,Bundle Discount,2845,Already solved the issue
CAMP_000,CUST_12525,False,,False,,False,,,0,
CAMP_000,CUST_10600,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_10897,True,2025-08-31,False,,False,,,0,
CAMP_000,CUST_12742,True,2025-09-02,False,,False,,,0,
CAMP_000,CUST_11824,True,2025-09-03,True,2025-09-05,True,2025-09-09,Bundle Discount,2853,Already solved the issue
